inter_id,user_id,item_id,timestamp,rating,preference,emo_pre_valence,emo_pre_arousal,emo_post_valence,emo_post_arousal,duration,rec_type
227,26,878,1649665746,4,75,0.51375,0.02875,0.5614035087719298,0.5614035087719298,483,Random
228,26,796,1649668241,4,68,0.5915,-0.51,0.5739348370927319,0.5739348370927319,338,MUMRc
229,21,504,1649670393,1,9,-0.1865,0.25625,-0.07240323029796714,-0.07240323029796714,182,Random
230,9,862,1649670422,5,80,0.529,-0.3565,0.6404901141743247,0.6404901141743247,208,MUMR
231,26,149,1649671531,4,84,0.50625,-0.505,0.5263157894736842,0.5263157894736842,217,MUMR
232,19,908,1649672299,4,58,0.20325,0.12525,0.3508771929824561,0.3508771929824561,273,Random
233,19,680,1649674948,5,80,0.29525,-0.08625,0.2506265664160401,0.2506265664160401,367,MUMR
234,14,312,1649675587,3,53,-0.48175,-0.298,-0.23113338902812586,-0.23113338902812586,308,Random
235,26,951,1649678945,2,22,0.5715,-0.55525,0.5839598997493735,0.5839598997493735,342,Random
236,14,411,1649679319,4,71,0.2645,0.03625,0.39821776663881925,0.39821776663881925,241,MUMR
237,21,555,1649681385,4,65,0.78525,0.089,0.8939014202172096,0.8939014202172096,238,MUMR
238,11,723,1649681400,1,6,0.103,-0.7435,0.1364522417153996,0.1364522417153996,283,MUMRc
239,9,206,1649681750,3,33,-0.1755,0.3285,-0.04177109440267335,-0.04177109440267335,251,MUMRc
240,14,158,1649682301,3,47,0.5515,0.1365,0.3620161514898357,0.3620161514898357,309,MUMRc
241,14,591,1649684401,4,65,-0.03075,-0.3675,0.42884990253411304,0.42884990253411304,162,MUMR
242,11,757,1649685478,5,70,0.71,-0.19225,0.6377053745474798,0.6377053745474798,165,MUMR
243,21,37,1649686755,3,49,0.85775,0.10575,0.8020050125313283,0.8020050125313283,198,MUMRc
244,14,142,1649687578,2,38,0.06125,-0.2895,0.05291005291005291,0.05291005291005291,222,Random
245,9,915,1649687673,4,46,0.45675,-0.4985,0.4594820384294068,0.4594820384294068,211,Random
246,19,422,1649689222,4,54,0.273,-0.3815,0.29239766081871343,0.29239766081871343,164,Random
247,21,956,1649690576,3,55,0.82425,-0.2005,0.8298524087997772,0.8298524087997772,161,Random
248,19,206,1649691166,3,50,0.21175,-0.49575,0.25619604566972987,0.25619604566972987,269,MUMRc
249,14,619,1649691616,5,98,0.35375,-0.3315,0.5263157894736842,0.5263157894736842,380,MUMR
250,19,411,1649692556,4,79,0.1615,-0.50125,0.25898078529657476,0.25898078529657476,208,MUMR
251,21,168,1649721663,4,81,-0.16425,0.19225,-0.15037593984962405,-0.15037593984962405,260,MUMR
252,21,409,1649724576,3,41,-0.3175,0.23125,-0.23391812865497075,-0.23391812865497075,196,Random
253,11,414,1649728055,4,79,0.19775,-0.206,0.28404344193817876,0.28404344193817876,742,MUMRc
254,21,499,1649733671,3,54,-0.245,0.61825,-0.09746588693957114,-0.09746588693957114,193,MUMRc
255,11,883,1649736728,5,86,0.206,-0.362,0.5207463102199944,0.5207463102199944,576,MUMRc
256,19,649,1649737013,4,61,-0.57075,-0.23125,-0.6460595934280144,-0.6460595934280144,245,MUMRc
257,14,925,1649738068,3,68,0.34525,-0.323,0.5931495405179615,0.5931495405179615,253,MUMRc
258,21,442,1649740060,2,32,-0.376,-0.59025,0.02227791701475912,0.02227791701475912,179,Random
259,14,361,1649740624,3,52,0.4205,-0.3285,0.39264828738512947,0.39264828738512947,214,Random
260,11,555,1649741231,4,65,0.59325,-0.24775,0.5012531328320802,0.5012531328320802,584,MUMR
261,11,70,1649745637,4,70,0.11975,0.42875,0.20050125313283207,0.20050125313283207,370,MUMRc
262,14,440,1649747034,3,52,-0.351,-0.245,-0.06126427179058758,-0.06126427179058758,221,MUMR
263,21,795,1649747507,5,86,-0.0725,0.5765,-0.23113338902812586,-0.23113338902812586,336,MUMR
264,9,719,1649749583,2,35,0.35925,0.27,0.13088276246170982,0.13088276246170982,440,MUMRc
265,14,796,1649750563,3,43,0.0585,-0.479,0.09468114731272625,0.09468114731272625,539,Random
266,11,208,1649752951,3,52,0.11425,-0.26175,0.17822333611807295,0.17822333611807295,512,MUMR
267,9,996,1649753877,2,21,0.2255,-0.49,-0.3870788081314397,-0.3870788081314397,282,MUMR
268,21,233,1649754370,3,62,0.2395,0.57925,0.5430242272347535,0.5430242272347535,298,MUMRc
269,9,649,1649761641,4,69,0.50675,-0.39825,0.47619047619047616,0.47619047619047616,271,MUMRc
270,11,925,1649762215,4,69,0.66825,-0.30075,0.6766917293233082,0.6766917293233082,724,MUMRc
271,19,222,1649766101,2,38,-0.86325,-0.48725,-0.6766917293233082,-0.6766917293233082,271,Random
272,9,429,1649766231,3,41,0.74075,-0.50675,0.3091060985797828,0.3091060985797828,286,Random
273,11,619,1649772025,2,21,0.72675,0.298,0.6544138123085491,0.6544138123085491,209,MUMR
274,19,591,1649772471,3,45,-0.387,-0.3285,-0.31189083820662766,-0.31189083820662766,158,MUMR
275,9,680,1649772781,4,68,0.18925,0.195,0.4956836535783904,0.4956836535783904,251,MUMR
276,9,603,1649775957,4,61,0.3035,0.504,0.5485937064884433,0.5485937064884433,312,MUMRc
