user_id,item_id,No.,timestamp,rating,duration,emo_valence,emo_arousal
6,468,12,1626093912,4,71.57,0.607,0.296
6,597,13,1626093986,3,73.18,0.611,0.403
6,395,14,1626094060,4,81.28,0.654,0.605
6,793,15,1626094143,4,94.7,0.61,0.699
6,740,16,1626094247,3,73.61,0.608,0.39
6,946,17,1626094322,4,77.31,0.607,0.282
6,720,18,1626094400,2,74.77,0.335,0.39
6,364,19,1626094477,2,76.03,0.406,0.605
6,120,20,1626094555,4,,0.61,0.71
7,132,1,1626247000,4,240.55,0.476,0.608
7,707,2,1626247246,4,182.26,0.535,0.355
7,17,3,1626247451,5,209.32,0.583,0.293
7,863,4,1626247673,5,245.92,0.594,0.177
7,826,5,1626247927,3,113.96,0.556,0.599
7,524,6,1626248107,4,158.12,0.588,0.667
7,3,7,1626248282,3,215.39,0.533,0.651
7,676,8,1626248506,5,242.5,0.619,0.228
7,995,9,1626248763,2,200.41,0.515,0.734
7,873,10,1626248967,3,147.74,0.515,0.702
7,5,11,1626249201,4,223.96,0.564,0.282
7,468,12,1626249430,3,195.98,0.554,0.358
7,597,13,1626249630,3,179.82,0.572,0.659
7,395,14,1626249813,2,158.49,0.56,0.753
7,793,15,1626249976,4,283.29,0.632,0.712
7,740,16,1626250282,3,192.38,0.554,0.548
7,946,17,1626250478,2,258.13,0.499,0.565
7,720,18,1626250740,3,150.57,0.482,0.731
7,364,19,1626250893,3,266.59,0.537,0.68
7,120,20,1626251177,5,113.72,0.594,0.29
8,132,1,1626260613,3,108.21,0.567,0.29
8,707,2,1626260736,4,131.01,0.621,0.175
8,17,3,1626260877,3,76.29,0.582,0.696
8,863,4,1626260963,4,111.82,0.654,0.626
8,826,5,1626261083,2,87.85,0.536,0.723
8,524,6,1626261207,3,78.03,0.353,0.43
8,3,7,1626261295,1,64.01,0.431,0.242
8,676,8,1626261365,5,143.87,0.603,0.218
8,995,9,1626261516,1,70.11,0.392,0.263
8,873,10,1626261593,1,64.22,0.472,0.164
8,5,11,1626261692,3,88.2,0.557,0.266
8,468,12,1626261794,2,69.35,0.449,0.298
8,597,13,1626261872,4,90.48,0.604,0.277
8,395,14,1626261971,5,102.64,0.651,0.594
8,793,15,1626262084,2,66.88,0.543,0.804
8,740,16,1626262176,3,81.88,0.614,0.204
8,946,17,1626262271,2,67.74,0.499,0.194
8,720,18,1626262349,1,79.19,0.396,0.288
8,364,19,1626262435,3,110.1,0.357,0.661
8,120,20,1626262557,5,109.33,0.71,0.487
9,132,1,1626339998,5,175.15,0.637,0.309
9,707,2,1626340178,2,152.84,0.476,0.712
9,17,3,1626340332,3,119.31,0.532,0.68
9,863,4,1626340454,4,164.2,0.553,0.22
9,826,5,1626340620,4,127.79,0.606,0.449
9,524,6,1626340786,4,143.18,0.5,0.43
9,3,7,1626340931,2,117.62,0.435,0.815
9,676,8,1626341051,5,174.44,0.525,0.228
9,995,9,1626341229,3,122.5,0.444,0.712
9,873,10,1626341356,1,112.89,0.356,0.309
9,5,11,1626341501,3,180.15,0.515,0.653
9,468,12,1626341683,2,105.07,0.499,0.809
9,597,13,1626341791,3,122.77,0.554,0.419
9,395,14,1626341917,3,95.83,0.393,0.616
9,793,15,1626342018,3,121.53,0.571,0.763
9,740,16,1626342150,2,96.34,0.46,0.605
9,946,17,1626342249,1,96.88,0.438,0.223
9,720,18,1626342348,1,93.34,0.351,0.374
9,364,19,1626342444,4,95.99,0.485,0.465
9,120,20,1626342542,3,,0.558,0.476
10,132,1,1626415378,3,102.99,0.61,0.594
10,707,2,1626415483,4,128.07,0.608,0.185
10,17,3,1626415614,5,101.27,0.556,0.142
10,863,4,1626415719,3,119.13,0.622,0.766
10,826,5,1626415841,4,127.92,0.66,0.476
10,524,6,1626416005,1,102.29,0.526,0.788
10,3,7,1626416110,3,112.74,0.442,0.433
10,676,8,1626416225,5,109.36,0.6,0.142
10,995,9,1626416337,1,123.75,0.394,0.651
10,873,10,1626416463,3,129.66,0.56,0.177
10,5,11,1626416636,4,143.98,0.615,0.196
10,468,12,1626416784,4,117.17,0.583,0.255
10,597,13,1626416904,3,99.96,0.639,0.398
10,395,14,1626417005,3,102.44,0.443,0.685
10,793,15,1626417110,3,141.48,0.564,0.769
10,740,16,1626417260,4,132.06,0.607,0.296
10,946,17,1626417395,1,106.75,0.535,0.438
10,720,18,1626417507,2,92.72,0.419,0.331
10,364,19,1626417602,4,123.5,0.547,0.325
10,120,20,1626417728,5,113.7,0.661,0.398
11,132,1,1626512902,3,147.89,0.607,0.594
11,707,2,1626513053,2,141.42,0.557,0.712
11,17,3,1626513196,3,96.61,0.608,0.71
11,863,4,1626513294,3,108.08,0.61,0.39
11,826,5,1626513403,2,104.41,0.567,0.376
11,524,6,1626513516,3,107.17,0.532,0.634
11,3,7,1626513624,1,75.46,0.485,0.715
11,676,8,1626513701,3,131.09,0.571,0.629
11,995,9,1626513833,1,117.33,0.456,0.817
11,873,10,1626513962,1,86.24,0.547,0.817
11,5,11,1626514080,4,99.36,0.656,0.239
11,468,12,1626514184,2,102.85,0.581,0.347
11,597,13,1626514296,2,114.96,0.554,0.583
11,395,14,1626514418,3,132.1,0.576,0.648
11,793,15,1626514552,3,74.39,0.606,0.863
11,740,16,1626514678,3,92.88,0.568,0.282
11,946,17,1626514777,1,98.75,0.481,0.72
11,720,18,1626514877,4,153.92,0.665,0.605
11,364,19,1626515038,2,96.07,0.467,0.675
11,120,20,1626515150,4,,0.693,0.315
12,17,1,1626750921,5,114.26,0.697,0.355
12,524,2,1626751037,2,98.18,0.537,0.234
12,720,3,1626751138,2,91.38,0.418,0.134
12,120,4,1626751231,4,103.09,0.596,0.567
12,597,5,1626751336,2,85.56,0.478,0.11
12,707,6,1626751464,2,7.89,0.64,0.142
12,468,7,1626751569,3,97.65,0.471,0.661
12,5,8,1626751669,3,76.62,0.471,0.22
12,395,9,1626751747,3,101.57,0.532,0.745
12,364,10,1626751851,2,100.49,0.383,0.677
12,676,11,1626751963,4,94.26,0.579,0.261
12,826,12,1626752060,4,92.44,0.604,0.637
12,995,13,1626752154,1,78.67,0.372,0.226
12,873,14,1626752234,2,80.6,0.382,0.11
12,132,15,1626752317,3,98.5,0.536,0.761
12,946,16,1626752443,2,73.37,0.501,0.113
12,3,17,1626752518,3,88.61,0.454,0.726
12,740,18,1626752611,1,87.52,0.497,0.212
12,793,19,1626752702,5,71.09,0.707,0.454
12,863,20,1626752867,3,,0.585,0.247
13,364,1,1626769564,4,215.03,0.664,0.401
13,707,2,1626769781,3,139.78,0.501,0.185
13,120,3,1626769927,3,86.94,0.449,0.503
13,995,4,1626770022,4,193.68,0.471,0.495
13,5,5,1626770221,3,109.64,0.415,0.188
13,720,6,1626770434,4,135.72,0.418,0.39
13,946,7,1626770573,1,81.69,0.581,0.175
13,395,8,1626770657,4,96.83,0.365,0.551
13,826,9,1626770755,3,98.66,0.635,0.349
13,17,10,1626770857,4,117.97,0.447,0.503
13,524,11,1626770991,5,141.74,0.667,0.39
13,793,12,1626771138,4,107.86,0.61,0.702
13,873,13,1626771249,1,82.65,0.339,0.121
13,676,14,1626771335,5,97.17,0.665,0.288
13,3,15,1626771436,2,79.4,0.443,0.274
13,468,16,1626771535,3,114.31,0.588,0.29
13,863,17,1626771650,4,119.48,0.636,0.392
13,132,18,1626771773,3,87.08,0.417,0.438
13,740,19,1626771862,1,86.58,0.34,0.116
13,597,20,1626771953,3,130.68,0.553,0.328
14,863,1,1626840913,5,150.98,0.706,0.108
14,946,2,1626841075,3,118.12,0.499,0.164
14,3,3,1626841195,2,109.83,0.465,0.226
14,5,4,1626841307,3,116.24,0.444,0.282
14,17,5,1626841426,4,351.1,0.564,0.632
14,793,6,1626841786,4,151.05,0.71,0.637
14,826,7,1626841939,3,120.96,0.547,0.347
14,720,8,1626842062,1,108.35,0.374,0.497
14,676,9,1626842174,5,105.94,0.368,0.449
14,707,10,1626842282,3,142.5,0.46,0.202
14,395,11,1626842434,3,107.38,0.376,0.495
14,132,12,1626842545,4,113.91,0.665,0.277
14,120,13,1626842661,3,107.28,0.613,0.702
14,364,14,1626842771,4,115.32,0.372,0.411
14,873,15,1626842889,1,113.07,0.497,0.11
14,740,16,1626843009,3,101.69,0.431,0.188
14,995,17,1626843118,4,112.08,0.421,0.374
14,597,18,1626843232,4,110.28,0.611,0.188
14,468,19,1626843344,4,111.24,0.554,0.183
14,524,20,1626843458,4,,0.346,0.484
15,597,1,1626864266,4,120.95,0.624,0.207
15,826,2,1626864396,5,120.75,0.672,0.414
15,364,3,1626864524,1,103.3,0.449,0.43
15,132,4,1626864633,2,102.51,0.59,0.39
15,873,5,1626864743,1,100.72,0.332,0.116
15,524,6,1626864885,3,105.63,0.56,0.554
15,863,7,1626865004,4,102.75,0.671,0.608
15,5,8,1626865115,5,106.88,0.637,0.167
15,707,9,1626865233,3,102.78,0.447,0.121
15,720,10,1626865345,1,102.12,0.425,0.28
15,676,11,1626865474,5,103.03,0.299,0.465
15,946,12,1626865584,2,102.86,0.461,0.124
15,793,13,1626865696,2,106.44,0.501,0.863
15,17,14,1626865810,4,105.55,0.66,0.661
15,468,15,1626865924,3,104.98,0.546,0.341
15,3,16,1626866058,1,104.78,0.444,0.196
15,120,17,1626866172,4,92.88,0.626,0.747
15,395,18,1626866271,4,96.4,0.375,0.68
15,740,19,1626866376,2,91.19,0.436,0.175
15,995,20,1626866473,3,91.73,0.461,0.798
16,793,1,1626935750,2,191.66,0.515,0.395
16,17,2,1626935866,4,77.96,0.615,0.363
16,707,3,1626935946,3,82.17,0.497,0.247
16,720,4,1626936030,4,97.31,0.567,0.301
16,826,5,1626936129,3,101.51,0.649,0.347
16,946,6,1626936248,2,79.39,0.431,0.368
16,395,7,1626936329,5,504.39,0.526,0.597
16,676,8,1626936419,5,417.92,0.588,0.352
16,740,9,1626936549,2,289.1,0.529,0.599
16,597,10,1626936634,3,207.13,0.5,0.605
16,863,11,1626936723,4,120.89,0.621,0.691
16,468,12,1626936847,4,97.36,0.543,0.368
16,120,13,1626936946,3,77.55,0.6,0.61
16,364,14,1626937026,5,119.2,0.49,0.25
16,3,15,1626937147,2,75.31,0.493,0.422
16,524,16,1626937238,5,113.07,0.604,0.306
16,132,17,1626937353,5,103.26,0.549,0.414
16,995,18,1626937458,4,89.77,0.499,0.328
16,873,19,1626937549,2,72.23,0.388,0.358
16,5,20,1626937623,5,,0.56,0.29
17,120,1,1626943994,3,87.9,0.61,0.683
17,863,2,1626944086,3,88.64,0.558,0.753
17,364,3,1626944176,2,86.06,0.524,0.758
17,3,4,1626944264,2,97.53,0.482,0.669
17,395,5,1626944363,2,127.5,0.486,0.742
17,826,6,1626944508,3,104.42,0.61,0.68
17,132,7,1626944614,3,87.88,0.481,0.578
17,720,8,1626944703,4,90.78,0.549,0.406
17,597,9,1626944795,4,73.74,0.526,0.452
17,468,10,1626944870,3,75.7,0.471,0.567
17,740,11,1626944962,2,80.57,0.438,0.86
17,5,12,1626945044,3,74.72,0.526,0.624
17,873,13,1626945120,2,93.22,0.454,0.801
17,17,14,1626945215,3,104.89,0.521,0.651
17,946,15,1626945321,3,65.03,0.521,0.546
17,676,16,1626945405,4,75.88,0.576,0.433
17,995,17,1626945482,4,79.76,0.432,0.409
17,707,18,1626945563,3,87.46,0.518,0.626
17,524,19,1626945652,4,76.25,0.532,0.366
17,793,20,1626945730,4,,0.385,0.581
18,17,1,1627037228,3,94.7,0.547,0.573
18,524,2,1627037332,4,94.14,0.438,0.363
18,720,3,1627037440,2,94.7,0.526,0.707
18,120,4,1627037542,1,96.1,0.424,0.366
18,597,5,1627037647,2,96.03,0.515,0.272
18,707,6,1627037772,2,96.33,0.519,0.196
18,468,7,1627037881,3,100.37,0.574,0.196
18,5,8,1627037991,4,106.04,0.614,0.21
18,395,9,1627038103,3,106.03,0.588,0.366
18,364,10,1627038220,1,95.37,0.51,0.68
18,676,11,1627038347,5,110.55,0.688,0.325
18,826,12,1627038473,3,98.45,0.556,0.25
18,995,13,1627038579,2,96.91,0.443,0.347
18,873,14,1627038683,1,64.81,0.433,0.167
18,132,15,1627038759,2,99.46,0.499,0.349
18,946,16,1627038891,1,70.42,0.469,0.199
18,3,17,1627038972,1,91.53,0.476,0.298
18,740,18,1627039070,2,93.94,0.467,0.14
18,793,19,1627039170,3,94.36,0.499,0.712
18,863,20,1627039273,3,129.62,0.547,0.562
19,364,1,1627044195,2,66.06,0.396,0.29
19,707,2,1627044276,3,77.34,0.606,0.185
19,120,3,1627044364,4,62.15,0.664,0.288
19,995,4,1627044431,1,63.34,0.392,0.185
19,5,5,1627044498,4,65.29,0.614,0.177
19,720,6,1627044595,1,69.73,0.39,0.301
19,946,7,1627044666,3,41.59,0.61,0.293
19,395,8,1627044710,3,44.36,0.554,0.392
19,826,9,1627044757,4,47.68,0.662,0.196
19,17,10,1627044807,4,71.97,0.653,0.589
19,524,11,1627044903,3,59.79,0.557,0.398
19,793,12,1627044964,1,42.49,0.389,0.608
19,873,13,1627045008,2,46.43,0.557,0.194
19,676,14,1627045056,4,48.85,0.662,0.293
19,3,15,1627045107,3,70.0,0.56,0.285
19,468,16,1627045187,3,62.14,0.607,0.288
19,863,17,1627045250,3,48.69,0.607,0.282
19,132,18,1627045301,4,45.46,0.66,0.29
19,740,19,1627045352,3,22.06,0.61,0.288
19,597,20,1627045399,3,37.65,0.606,0.293
20,863,1,1633930762,3,157.46,0.593,0.678
20,946,2,1633930969,2,127.83,0.526,0.598
20,3,3,1633931107,3,129.69,0.529,0.606
20,5,4,1633931377,3,215.75,0.608,0.603
20,17,5,1633931608,4,161.7,0.644,0.501
20,793,6,1633931782,3,225.28,0.607,0.7
20,826,7,1633932017,3,165.32,0.607,0.751
20,720,8,1633932198,3,177.5,0.608,0.775
20,676,9,1633932387,4,148.59,0.65,0.702
20,707,10,1633932546,3,160.08,0.636,0.753
20,395,11,1633932717,4,149.37,0.631,0.708
20,132,12,1633932876,4,146.01,0.653,0.769
20,120,13,1633933033,4,113.81,0.664,0.732
20,364,14,1633933159,4,150.73,0.662,0.748
20,873,15,1633933320,3,151.06,0.647,0.745
20,740,16,1633933479,3,141.19,0.654,0.78
20,995,17,1633933629,4,160.66,0.662,0.796
20,597,18,1633933801,3,175.19,0.661,0.777
20,468,19,1633933985,4,169.4,0.661,0.727
20,524,20,1633934169,3,143.79,0.644,0.732
21,597,1,1633958914,3,179.62,0.617,0.39
21,826,2,1633959109,2,201.84,0.658,0.433
21,364,3,1633959318,3,172.3,0.647,0.328
21,132,4,1633959492,4,204.72,0.607,0.559
21,873,5,1633959699,2,189.68,0.56,0.664
21,524,6,1633959919,4,157.6,0.603,0.669
21,863,7,1633960089,4,209.95,0.607,0.731
21,5,8,1633960303,3,213.86,0.6,0.5
21,707,9,1633960519,2,176.48,0.56,0.583
21,720,10,1633960698,3,210.55,0.588,0.737
21,676,11,1633960923,4,200.2,0.61,0.312
21,946,12,1633961125,2,92.29,0.529,0.723
21,793,13,1633961287,4,224.44,0.671,0.677
21,17,14,1633961514,3,167.93,0.597,0.669
21,468,15,1633961685,2,179.3,0.553,0.763
21,3,16,1633961877,2,183.84,0.526,0.653
21,120,17,1633962062,3,111.19,0.649,0.675
21,395,18,1633962175,3,178.76,0.569,0.581
21,740,19,1633962355,2,151.69,0.511,0.71
21,995,20,1633962510,4,,0.626,0.661
22,793,1,1634017341,2,102.04,0.604,0.605
22,17,2,1634017454,5,93.38,0.667,0.272
22,707,3,1634017552,1,91.8,0.408,0.185
22,720,4,1634017650,1,93.35,0.429,0.288
22,826,5,1634017750,4,92.03,0.683,0.594
22,946,6,1634017855,2,91.65,0.374,0.376
22,395,7,1634017952,4,91.61,0.343,0.597
22,676,8,1634018048,5,97.1,0.392,0.605
22,740,9,1634018151,2,91.51,0.349,0.183
22,597,10,1634018248,1,97.6,0.297,0.306
22,863,11,1634018414,2,91.43,0.442,0.382
22,468,12,1634018512,2,91.85,0.449,0.691
22,120,13,1634018609,4,91.56,0.554,0.809
22,364,14,1634018705,5,92.44,0.31,0.54
22,3,15,1634018803,1,99.42,0.438,0.382
22,524,16,1634018921,5,93.66,0.293,0.543
22,132,17,1634019021,4,92.58,0.563,0.715
22,995,18,1634019124,1,92.92,0.396,0.161
22,873,19,1634019221,1,101.05,0.467,0.323
22,5,20,1634019327,4,92.28,0.304,0.36
23,120,1,1634030624,4,102.3,0.649,0.355
23,863,2,1634030728,4,109.52,0.664,0.745
23,364,3,1634030839,3,106.85,0.421,0.293
23,3,4,1634030948,3,98.88,0.39,0.355
23,395,5,1634031048,3,109.4,0.531,0.702
23,826,6,1634031415,4,100.24,0.637,0.234
23,132,7,1634031518,2,96.99,0.388,0.325
23,720,8,1634031616,2,104.77,0.45,0.344
23,597,9,1634031723,2,102.28,0.561,0.237
23,468,10,1634031827,2,144.22,0.411,0.207
23,740,11,1634031973,3,108.59,0.514,0.185
23,5,12,1634032094,3,115.74,0.581,0.336
23,873,13,1634032211,1,96.18,0.392,0.121
23,17,14,1634032309,4,97.43,0.635,0.546
23,946,15,1634032408,1,142.79,0.418,0.89
23,676,16,1634032552,5,95.58,0.697,0.255
23,995,17,1634032649,2,97.31,0.417,0.809
23,707,18,1634032748,3,102.84,0.507,0.228
23,524,19,1634032853,4,95.27,0.388,0.61
23,793,20,1634032950,3,97.91,0.569,0.831
24,17,1,1634112535,4,98.2,0.597,0.317
24,524,2,1634112645,2,104.27,0.61,0.347
24,720,3,1634112769,1,100.77,0.324,0.801
24,120,4,1634112897,5,110.44,0.636,0.672
24,597,5,1634113015,2,100.78,0.36,0.177
24,707,6,1634113158,4,94.45,0.574,0.368
24,468,7,1634113271,2,98.89,0.456,0.828
24,5,8,1634113389,2,100.17,0.421,0.605
24,395,9,1634113500,4,114.5,0.56,0.621
24,364,10,1634113626,4,106.48,0.553,0.763
24,676,11,1634113770,5,101.38,0.629,0.637
24,826,12,1634113882,5,105.81,0.637,0.293
24,995,13,1634114004,2,107.1,0.457,0.126
24,873,14,1634114126,1,103.27,0.297,0.25
24,132,15,1634114244,2,105.07,0.528,0.333
24,946,16,1634114379,4,108.87,0.621,0.298
24,3,17,1634114493,4,100.03,0.608,0.669
24,740,18,1634114601,2,96.01,0.46,0.685
24,793,19,1634114716,5,106.02,0.66,0.86
24,863,20,1634114835,5,108.59,0.604,0.583
25,364,1,1634122083,5,167.06,0.71,0.462
25,707,2,1634122252,4,101.69,0.606,0.272
25,120,3,1634122356,4,92.0,0.699,0.602
25,995,4,1634122552,2,97.2,0.501,0.836
25,5,5,1634122656,1,91.38,0.321,0.301
25,720,6,1634122785,1,91.77,0.481,0.102
25,946,7,1634122883,2,106.68,0.485,0.245
25,395,8,1634122995,3,90.88,0.499,0.863
25,826,9,1634123094,4,97.96,0.665,0.53
25,17,10,1634123198,4,92.0,0.688,0.591
25,524,11,1634123457,4,94.5,0.601,0.296
25,793,12,1634123556,3,91.85,0.554,0.801
25,873,13,1634123654,1,92.06,0.454,0.121
25,676,14,1634123753,4,89.96,0.66,0.395
25,3,15,1634123849,2,92.2,0.425,0.194
25,468,16,1634124049,4,92.23,0.557,0.398
25,863,17,1634124146,3,91.67,0.553,0.403
25,132,18,1634124253,2,91.17,0.449,0.398
25,740,19,1634124351,1,90.7,0.293,0.484
25,597,20,1634124449,4,91.65,0.642,0.218
26,863,1,1634260700,4,112.26,0.586,0.497
26,946,2,1634260815,2,99.26,0.501,0.126
26,3,3,1634260934,1,222.65,0.389,0.688
26,5,4,1634261042,2,120.53,0.432,0.616
26,17,5,1634261166,2,115.31,0.433,0.556
26,793,6,1634261311,5,101.21,0.604,0.718
26,826,7,1634261414,4,102.82,0.633,0.613
26,720,8,1634261519,5,118.55,0.554,0.718
26,676,9,1634261640,5,94.25,0.607,0.371
26,707,10,1634261736,4,97.66,0.5,0.124
26,395,11,1634261861,4,108.61,0.608,0.384
26,132,12,1634261972,5,97.07,0.61,0.315
26,120,13,1634262071,5,93.54,0.662,0.401
26,364,14,1634262167,5,103.82,0.579,0.669
26,873,15,1634262273,1,126.67,0.446,0.099
26,740,16,1634262402,1,94.68,0.449,0.183
26,995,17,1634262498,2,111.16,0.433,0.358
26,597,18,1634262612,4,96.33,0.547,0.245
26,468,19,1634262710,4,94.64,0.64,0.366
26,524,20,1634262806,4,101.37,0.599,0.387
27,597,1,1644034625,4,180.24,0.632,0.362
27,826,2,1644034832,4,127.65,0.642,0.45
27,364,3,1644034977,3,121.77,0.536,0.424
27,132,4,1644035133,2,98.07,0.364,0.455
27,873,5,1644035254,2,117.82,0.322,0.237
27,524,6,1644035491,2,118.93,0.589,0.558
27,863,7,1644035625,3,105.28,0.68,0.416
27,5,8,1644035777,2,101.23,0.469,0.334
27,707,9,1644035891,2,99.9,0.569,0.329
27,720,10,1644036002,2,103.69,0.544,0.414
27,676,11,1644036127,4,101.38,0.629,0.416
27,946,12,1644036243,3,122.86,0.539,0.447
27,793,13,1644036453,3,96.86,0.586,0.689
27,17,14,1644036630,4,105.26,0.689,0.391
27,468,15,1644036748,4,104.51,0.628,0.319
27,3,16,1644036868,2,95.2,0.469,0.342
27,120,17,1644036973,5,114.27,0.697,0.326
27,395,18,1644037093,3,97.72,0.566,0.45
27,740,19,1644037422,3,96.23,0.541,0.357
27,995,20,1644037530,3,97.11,0.59,0.437
28,793,1,1645601656,4,11.4,0.616,0.537
28,17,2,1645601672,4,143.84,0.609,0.329
28,707,3,1645601826,2,101.7,0.444,0.237
28,720,4,1645601938,2,131.68,0.555,0.72
28,826,5,1645602078,4,48.56,0.61,0.396
28,946,6,1645602294,1,42.35,0.445,0.198
28,395,7,1645602409,2,126.29,0.39,0.689
28,676,8,1645602546,4,154.06,0.54,0.434
28,740,9,1645602708,5,101.68,0.698,0.28
28,597,10,1645602818,4,214.78,0.56,0.398
28,863,11,1645603045,2,173.33,0.557,0.617
28,468,12,1645603224,1,111.76,0.447,0.198
28,120,13,1645603341,5,104.3,0.612,0.704
28,364,14,1645603449,2,110.81,0.449,0.812
28,3,15,1645603568,2,207.18,0.391,0.406
28,524,16,1645603792,2,158.19,0.452,0.401
28,132,17,1645603958,4,101.0,0.661,0.383
28,995,18,1645604071,2,139.37,0.609,0.604
