i_id_c,popularity,loudness,danceability,energy,key,speechiness,acousticness,instrumentalness,valence,tempo,general_genre_id,duration,F0final_sma_amean,F0final_sma_stddev,audspec_lengthL1norm_sma_stddev,pcm_RMSenergy_sma_stddev,pcm_fftMag_psySharpness_sma_amean,pcm_fftMag_psySharpness_sma_stddev,pcm_zcr_sma_amean,pcm_zcr_sma_stddev,general_genre,music,singer
576.0,59.0,-10.269,0.593,0.354,9.0,0.0288,0.733,0.0,0.7929999999999999,124.63,1,170874.0,184.33208,120.841034,1.1546863,0.04124164,0.959865,0.4418737,0.09288041,0.07829395,other,Chapel Of Love,The Dixie Cups
6.0,58.0,-14.114,0.45,0.3279999999999999,0.0,0.0297,0.774,0.0,0.3,156.665,3,241533.0,188.11032,97.690895,1.1840087,0.0504151059999999,0.79418737,0.72428566,0.06350677,0.07286567,rock,Have A Little Faith In Me,John Hiatt
214.0,10.0,-4.521,0.258,0.524,0.0,0.0309,0.25,0.0252,0.0767,118.627,3,386586.0,156.18024,114.550995,1.5535290000000002,0.07545441,0.6044024,0.36996606,0.054320145,0.06674694,rock,Westworld,Valley of the Giants
703.0,59.0,-4.099,0.65,0.9,1.0,0.374,0.0252,0.0,0.659,89.788,11,206493.0,144.33458000000002,97.86814,1.3944533,0.14211456,0.7231048000000001,0.754674,0.060203128,0.052422184,hip-hop,Definition,Black Star
938.0,77.0,-9.786,0.552,0.608,1.0,0.0345,0.352,0.0,0.637,112.367,3,162373.0,204.61142,139.41,1.1941576,0.04982695,1.0609841,0.7703354,0.09494088,0.09651603,rock,California Dreamin',The Mamas、The Papas
876.0,31.0,-5.528,0.8959999999999999,0.8690000000000001,1.0,0.106,0.0855,6.29e-06,0.961,127.508,11,135573.0,122.59283,99.01176,1.3620348,0.101400845,0.6440558000000001,0.4897096999999999,0.0558322,0.036858533,hip-hop,Overtime,Girl Talk
763.0,58.0,-3.607,0.472,0.902,9.0,0.0643,0.000679,0.124,0.5670000000000001,139.57,0,227000.0,98.54176,74.30785,1.8470974,0.09884343,0.86097664,0.7276441,0.08114212,0.07309467,indie,Bones,The Killers
240.0,61.0,-6.995,0.4,0.992,6.0,0.0725,0.107,0.0117,0.243,149.412,3,266173.0,116.9522,95.44013,0.54665214,0.034047157,0.8492991,0.39057156,0.08016794,0.028740874,rock,Nightrain,Guns N' Roses
360.0,54.0,-7.104,0.713,0.408,4.0,0.0308,0.0365,0.000285,0.103,103.968,12,272613.0,130.15517,132.8853,1.2210191,0.092047475,0.39172325,0.34683883,0.035662796,0.053241473,rnb,Doesn't Mean Anything,Alicia Keys
415.0,45.0,-9.607,0.418,0.5870000000000001,0.0,0.0272,0.0559,6.82e-06,0.486,106.665,3,396173.0,158.74301,116.675705,1.1404649,0.043780886,0.9492204,0.4085013,0.086505435,0.047935672,rock,A Man I'll Never Be,Boston
912.0,45.0,-4.658,0.505,0.887,0.0,0.0379,0.000299,0.0,0.85,133.97,0,147853.0,91.88521,49.952515000000005,1.1094487,0.07165821,0.72691727,0.36212322,0.07432717,0.032675736,indie,Drones In The Valley,Cage The Elephant
82.0,47.0,-8.497,0.3339999999999999,0.476,7.0,0.0308,0.535,0.019,0.1889999999999999,147.532,3,210933.0,139.2884,101.603,1.1465919,0.046105005,0.73350203,0.5536097,0.068444684,0.09459832,rock,Welcome To My Nightmare,Alice Cooper
74.0,15.0,-7.919,0.5479999999999999,0.526,0.0,0.0284,0.064,0.177,0.3229999999999999,128.067,0,199426.0,105.915794,25.108126,1.4444814,0.06642303,0.3795734,0.28766677,0.031452347,0.024523767,indie,Yawns,Frightened Rabbit
140.0,55.0,-5.606,0.542,0.961,11.0,0.0518,0.000128,0.00119,0.472,114.048,0,243933.0,108.71342,91.66254,1.627521,0.09862158,0.7912701999999999,0.43493512,0.07274379,0.045645088,indie,Jenny Was A Friend Of Mine,The Killers
678.0,37.0,-5.528,0.828,0.895,7.0,0.0615,0.192,0.0122,0.972,153.024,8,235226.0,115.13989,67.30743000000001,1.5563855,0.09354375,0.6832183000000001,0.48531637,0.0603424,0.04052758,electronic,Watch The Tapes,LCD Soundsystem
55.0,8.0,-8.743,0.614,0.498,0.0,0.037,0.00156,0.121,0.291,84.039,2,421853.0,152.66617,126.732376,1.0482588,0.11679659,0.76987696,1.0583127,0.07085826,0.10632738,jazz,Alkime,Soulive
141.0,41.0,-7.566,0.606,0.906,2.0,0.0511,0.00628,0.622,0.8270000000000001,123.003,9,298266.0,118.397934,96.0836,1.059731,0.057908118,0.8456918,0.58653957,0.084651716,0.07846693,alternative,Dmv,Primus
158.0,26.0,-14.599,0.261,0.132,2.0,0.0337,0.907,0.0107,0.1369999999999999,164.52,1,268453.0,125.578224,64.12127,0.86683005,0.04971404,0.44849885,0.5635876999999999,0.036830444,0.0873241999999999,other,Sundrenched World,Joshua Radin
239.0,54.0,-6.198,0.475,0.845,9.0,0.0319,0.0136,0.0018,0.754,160.232,9,210920.0,101.272896,59.072998,1.2758626,0.08321603,0.53856295,0.27011192,0.05258141,0.026977606,alternative,Let Me Kiss You,Morrissey
393.0,43.0,-11.321,0.899,0.3989999999999999,1.0,0.457,0.0111,0.0,0.72,87.984,2,313066.0,107.61999,79.07633,1.0776198,0.07527361,0.9162621,1.1239166,0.0802621,0.089256555,jazz,Tumbleweed,Afroman
586.0,16.0,-6.4910000000000005,0.37,0.738,2.0,0.0285,0.00227,0.00126,0.296,159.19,1,215040.0,114.915115,68.10536,1.174733,0.07887731,0.57739925,0.62635726,0.052284177,0.0629025,other,Set You Free,Frightened Rabbit
965.0,12.0,-7.682,0.498,0.802,9.0,0.0335,2.89e-06,0.306,0.5720000000000001,113.061,3,171642.0,84.00496,58.03099,0.9007792,0.05237178,0.75405186,0.32852668,0.07528368,0.027466325,rock,Christine,Jorn
698.0,36.0,-5.67,0.424,0.892,9.0,0.0993,0.0199,2.060000000000001e-05,0.934,168.537,10,142160.0,131.45557,95.76893,1.8313658,0.09661898,1.3377306,1.1186086000000002,0.122590385,0.0965116999999999,country,Slight Figure Of Speech,The Avett Brothers
378.0,52.0,-6.475,0.306,0.94,9.0,0.119,0.000665,0.0,0.357,127.331,1,263813.0,125.33792,96.23168,1.0773758999999998,0.05253994,0.9186497,0.34849063,0.093667045,0.06868834,other,Drowning Lessons,My Chemical Romance
276.0,30.0,-28.748,0.239,0.0214,7.0,0.0338,0.975,0.6859999999999999,0.159,75.3,1,161706.0,136.94089,97.84133,0.33208182,0.016275393,0.44795167,0.6457975,0.031443875,0.080360495,other,Catch Me If You Can,John Williams
535.0,62.0,-9.552,0.4370000000000001,0.5329999999999999,1.0,0.0426,0.782,0.0142,0.638,131.155,10,230200.0,154.50693,71.48688,1.1472143999999995,0.06393604,0.6725879,0.5775796,0.05308888,0.06999512,country,Nantes,Beirut
373.0,54.0,-6.61,0.4429999999999999,0.8190000000000001,11.0,0.0615,0.0033799999999999,0.016,0.0983,116.033,1,348893.0,180.7479,111.42745,1.2568841,0.07526993,0.79750454,0.7772631,0.06519357,0.072639644,other,Blessed Be Your Name,Tower Lights、Beth Redman、Matt Redman
550.0,31.0,-5.627999999999999,0.541,0.935,0.0,0.0366,0.0102,0.000821,0.76,138.339,3,313853.0,157.53438,102.75099,1.0932095,0.059422847,1.003465,0.7363079,0.09109126,0.061908815,rock,Oh Jungleland,Simple Minds
377.0,36.0,-5.747000000000001,0.57,0.657,5.0,0.0353,0.037,0.0,0.292,127.99,11,266906.0,163.91884,129.03972,1.2292336,0.10726399,0.8405858,0.7164908,0.07593064,0.05154918,hip-hop,Over The Edge,Akon
551.0,45.0,-3.5810000000000004,0.205,0.996,9.0,0.419,0.00052,0.0171,0.048,183.028,3,241200.0,116.4109,85.85197,1.1433993999999998,0.06766135,0.9599782,0.4290057,0.08846258,0.036534533,rock,Stand Up For Rock 'n' Roll,Airbourne
196.0,47.0,-7.215,0.644,0.9,1.0,0.0345,0.0079099999999999,0.000722,0.586,118.007,6,226080.0,80.969864,56.470924,1.1750717,0.077897094,1.0764499,1.0210927,0.111047775,0.10585371,pop,Take A Chance On Me,Erasure
380.0,47.0,-5.912000000000001,0.705,0.718,0.0,0.0254,0.0582,9.82e-05,0.617,120.016,6,241440.0,112.623474,82.74287,1.4109709,0.08019735,0.6739662,0.59194636,0.06510013,0.046656672,pop,Tired Of Being Sorry,Enrique Iglesias
869.0,28.0,-9.807,0.617,0.507,2.0,0.0285,0.595,1.96e-05,0.79,138.85399999999998,0,202800.0,118.71718,74.60988,1.0314306,0.06905337,0.54811674,0.50606495,0.049844738,0.058971047,indie,Asleep On A Sunbeam,Belle & Sebastian
150.0,47.0,-9.722,0.7659999999999999,0.579,9.0,0.0385,0.179,1.25e-05,0.755,125.206,3,141960.0,174.20886000000002,127.226135,1.6741099999999998,0.09109576,0.63711464,0.32633856,0.065381765,0.115144126,rock,Shakin' All Over,"Johnny Kidd,The Pirates"
984.0,39.0,-4.5,0.784,0.638,1.0,0.0588,0.296,0.6579999999999999,0.962,107.059,0,180346.0,144.23349,95.16469,1.5359534,0.13739686,0.6724019,0.54665184,0.05939545,0.0430471859999999,indie,Get Up,Washed Out
531.0,52.0,-6.367000000000001,0.6779999999999999,0.8009999999999999,9.0,0.031,0.046,0.00718,0.627,98.008,9,293600.0,91.20401,62.784687,1.2181137,0.07733938,0.59787965,0.71996796,0.06525105,0.076002605,alternative,Evidence,Faith No More
958.0,16.0,-6.2620000000000005,0.3929999999999999,0.847,6.0,0.0548,0.231,0.0,0.955,143.841,1,158520.0,139.85426,106.80768,1.2134935,0.066681534,0.85243696,0.65708506,0.07939773,0.052802343,other,I Killed Sally's Lover,The Avett Brothers
905.0,0.0,-10.842,0.515,0.8690000000000001,7.0,0.059,0.000186,0.294,0.4320000000000001,130.422,1,236373.0,94.82837,70.914955,1.1258687,0.053299792,0.7991333,0.46563452,0.07255855,0.03738429,other,Two Tribes,Frankie Goes To Hollywood
578.0,49.0,-7.942,0.8740000000000001,0.581,11.0,0.168,0.0697,0.0239,0.6629999999999999,91.916,11,217240.0,128.28815,90.946815,1.0230151,0.08387985,0.8402533000000001,1.0459507,0.0751755,0.12318678,hip-hop,Bonita Applebum,A Tribe Called Quest
170.0,26.0,-9.189,0.115,0.508,4.0,0.0355,0.348,0.000237,0.13,174.804,3,472413.0,184.17027,102.69577,1.0072614,0.053332407,0.7171837,0.3037314,0.0538293459999999,0.0251021739999999,rock,With Twilight As My Guide,The Mars Volta
604.0,33.0,-6.029,0.49,0.941,0.0,0.0764,0.0058,3.99e-05,0.8,157.048,3,202200.0,135.5874,103.88169,1.2224101,0.06483968,0.85503477,0.4758559,0.075526096,0.048775945,rock,Sixteen,No Doubt
426.0,37.0,-7.98,0.81,0.589,7.0,0.0961,0.166,0.0,0.94,101.973,0,207106.0,118.43446000000002,64.26632,1.3286922,0.10110072,0.8314632,0.8087262,0.07143541,0.06311293,indie,Holdin' On Together,Phoenix
472.0,61.0,-4.692,0.647,0.71,0.0,0.0289999999999999,0.000973,0.703,0.268,110.059,12,217493.0,88.14483,60.087765000000005,1.2989806000000002,0.06468516,0.4280264,0.27504522,0.053510748,0.11102657,rnb,How You Like Me Now?,The Heavy
666.0,27.0,-4.187,0.536,0.979,4.0,0.0653,0.00624,0.0626,0.384,120.163,10,254904.0,136.54793999999998,80.38987,1.1701585,0.05687564,0.7923633000000001,0.3707465,0.07025362,0.038504604,country,How 'bout You,Eric Church
204.0,14.0,-3.415,0.8640000000000001,0.88,2.0,0.0442,0.174,0.0494,0.967,129.964,1,222346.0,148.77277,117.106705,1.5967653,0.12183262,0.9726791,1.3403285,0.07744202,0.088215746,other,Emitiendo,Macaco
220.0,40.0,-7.813,0.247,0.484,2.0,0.0409,0.5539999999999999,0.0743,0.0536,125.842,9,128733.0,223.45981,95.57182,0.6986059,0.04481344,0.85808724,0.8655780999999999,0.0700351,0.11590499,alternative,Melatonin,Radiohead
325.0,22.0,-6.869,0.461,0.961,10.0,0.0793,1.53e-05,0.21,0.42,122.061,5,283680.0,88.361115,50.03302,0.9147772,0.0657031,0.91882724,0.69817597,0.1022765559999999,0.094275095,metal,Where The Rain Grows,Helloween
361.0,35.0,-14.526,0.285,0.304,2.0,0.0318,0.965,0.447,0.196,133.27700000000002,9,138400.0,68.46177,15.7585125,1.4490258,0.084332325,0.36522502,0.6077630999999999,0.03993519,0.07475918,alternative,Fog,Radiohead
746.0,47.0,-3.225,0.426,0.784,3.0,0.0421,0.306,0.0,0.272,147.939,10,225213.0,196.23596,151.6931,1.6792468999999997,0.07805729,0.9505907,0.82612944,0.0869784359999999,0.09831064,country,So Small,Carrie Underwood
526.0,38.0,-6.068,0.348,0.7759999999999999,9.0,0.0503,0.0227,4.84e-05,0.496,105.657,3,146266.0,102.71647,60.17098000000001,2.03076,0.091780856,0.7528236,0.92861485,0.074364655,0.12380404,rock,Overdue,Muse
818.0,36.0,-20.303,0.244,0.0529,2.0,0.0418,0.836,0.58,0.0517,79.73100000000002,1,152760.0,135.87303,78.86962,0.4862927999999999,0.03728572,0.3794249,0.30356956,0.028328488,0.054368835,other,Brokeback Mountain 1,Gustavo Santaolalla
268.0,31.0,-5.648,0.526,0.999,9.0,0.0596,0.000192,0.91,0.5820000000000001,142.039,1,188599.0,151.11321999999998,132.84861999999998,1.1427426,0.102973066,1.846936,1.1044686,0.16924353,0.10123046,other,Professional Party People,Basshunter
490.0,62.0,-18.404,0.584,0.233,0.0,0.027,0.0814,0.0,0.356,84.775,3,211826.0,167.88359,135.23131999999998,1.6875262,0.08634507,0.8769359,0.629849,0.076845974,0.0610635,rock,Cuts Like A Knife,Bryan Adams
512.0,45.0,-5.692,0.524,0.747,7.0,0.0318,0.00403,4.67e-05,0.88,124.82,3,242160.0,174.37132,130.30064,0.8649296000000001,0.03708264,1.0690126,0.29195467,0.09419173,0.02331869,rock,Back Where You Belong,38 Special
456.0,57.0,-6.324,0.357,0.866,4.0,0.0411,0.00191,0.114,0.721,129.071,0,492946.0,117.0517,84.55837,0.8799651,0.03344823,0.9375192,0.64186484,0.09014414,0.05918062,indie,I Am The Resurrection,The Stone Roses
258.0,52.0,-6.226,0.8140000000000001,0.8959999999999999,0.0,0.0317,0.157,0.000199,0.973,124.401,3,231240.0,103.02887,59.93010699999999,1.1865231,0.05798155,0.89164954,0.6814803,0.08994906,0.073853835,rock,Last Night,Traveling Wilburys
680.0,37.0,-22.772,0.174,0.0461,7.0,0.0427,0.95,0.831,0.0444,50.233,1,187306.0,94.34694,57.596966,0.49524486,0.03292748,0.32252762,0.17428465,0.030348856,0.10305547,other,Sweet Escape,Paul Cardall
622.0,6.0,-7.46,0.46,0.7120000000000001,7.0,0.0375,0.0839,0.011,0.7959999999999999,160.952,3,127859.0,121.02725,102.370125,1.0256565,0.055836122,0.7094458,0.6559617,0.06511077,0.076374546,rock,Astro Zombies,Misfits Meet the Nutley Brass
110.0,44.0,-3.489,0.228,0.935,10.0,0.0843,0.000319,4.89e-06,0.462,165.477,3,242560.0,112.68927,81.14904,1.278509,0.07124242,0.8208175999999999,0.4621107,0.0788348,0.03626403,rock,Hairline Fracture,Rise Against
849.0,35.0,-5.359,0.529,0.962,7.0,0.0742,0.00208,0.649,0.271,140.97,8,669001.0,130.58026,114.33039,1.2129091,0.1374364,0.8449607,1.0011749,0.082462326,0.124420285,electronic,Pistolero,Juno Reactor
446.0,42.0,-8.376,0.544,0.7909999999999999,0.0,0.0528,0.6970000000000001,0.0725,0.351,133.74200000000002,1,162626.0,124.08169,103.93196,1.094117,0.07949086,0.64605,0.8011769,0.05547763,0.09120882,other,Leaf House,Animal Collective
804.0,28.0,-4.202,0.675,0.87,7.0,0.0911,0.000484,0.0,0.923,137.014,8,169520.0,137.59525,102.37791,1.3003443,0.08343143,1.0111338,0.68740267,0.10327349,0.10857247,electronic,True Stories,Datarock
506.0,58.0,-8.442,0.6659999999999999,0.8540000000000001,8.0,0.0565,0.0044,0.769,0.748,136.954,1,215246.0,149.72156,132.52376999999998,1.093041,0.10783511,0.9204434,0.9230146,0.08180522,0.07588437,other,Better Off Alone,Alice Deejay
991.0,36.0,-3.729,0.615,0.966,7.0,0.0716,0.000137,0.0184,0.428,111.94,5,172573.0,74.99086,33.29122,1.0882821000000005,0.06564324,0.7855390999999999,0.471968,0.08616574,0.06978847,metal,Pity,Drowning Pool
913.0,63.0,-4.164,0.7290000000000001,0.856,10.0,0.035,0.0658,0.00832,0.804,116.467,6,285093.0,121.02116399999998,114.81164,0.69443274,0.040098302,0.7885325,0.37251842,0.07823016,0.0283366,pop,Into The Groove,Madonna
549.0,56.0,-5.216,0.366,0.847,8.0,0.035,2.64e-05,0.0,0.606,166.17,3,260680.0,105.33756,85.94421,1.2230704,0.06952202,0.7642445999999999,0.6565295,0.07484584,0.079175845,rock,Home,Three Days Grace
847.0,46.0,-8.357999999999999,0.56,0.6809999999999999,10.0,0.0328,0.126,0.000889,0.901,83.91,10,216773.0,130.16698,92.37429,1.410567,0.0754699559999999,0.70034695,0.79591864,0.06504065,0.069306485,country,Three More Days,Ray LaMontagne
600.0,44.0,-2.366,0.6940000000000001,0.914,11.0,0.0328,0.0338,0.000198,0.8290000000000001,138.596,8,204266.0,177.34985,156.67513,1.8160182,0.10251908,1.0499969,0.6570288000000001,0.09604076,0.05030532,electronic,Tko,Le Tigre
808.0,37.0,-3.53,0.407,0.974,5.0,0.104,0.0252,2.75e-06,0.0714,124.477,3,253400.0,202.58888,157.04144,1.8721184,0.07628003,1.018285,0.91688764,0.09512258,0.109106734,rock,Stadium Love,Metric
26.0,60.0,-4.011,0.62,0.912,1.0,0.221,0.0728,7.15e-05,0.291,106.236,3,336440.0,130.03636,115.3999,1.4662095,0.08395645,0.9716757,0.8913135,0.0889123159999999,0.073756404,rock,Take The Power Back,Rage Against The Machine
1000.0,49.0,-6.515,0.969,0.6579999999999999,0.0,0.195,0.00366,0.8140000000000001,0.7390000000000001,109.975,8,180533.0,105.14428,86.07901,1.5760703,0.12831798,0.6360235,0.91571015,0.054364875,0.0670215,electronic,Uh,Fujiya & Miyagi
836.0,0.0,-9.153,0.722,0.544,4.0,0.0349,0.5660000000000001,0.0070799999999999,0.857,82.65799999999999,1,30013.0,109.63374,35.287085999999995,1.1829655,0.068133935,0.43651542,0.5271749,0.041872185,0.10929445,other,How We Exit,Gentleman Reg
923.0,18.0,-8.012,0.412,0.613,9.0,0.038,0.657,0.921,0.8170000000000001,138.944,1,277306.0,138.30663,92.55768,1.0166289000000002,0.062481925,0.6208443,0.6241972,0.05105538,0.082231194,other,Metric Lips,The New Grass Revival
699.0,22.0,-11.705,0.368,0.521,5.0,0.0579,0.619,0.8370000000000001,0.15,169.99599999999995,1,236626.0,98.182686,47.22412,0.95916754,0.07719909,0.32046914,0.28741893,0.02076154,0.033191394,other,Now There's That Fear Again,Múm
137.0,66.0,-4.867,0.452,0.873,9.0,0.0613,0.000519,0.0,0.433,80.473,3,222026.0,86.72627,50.29408,1.2511115,0.06994692,0.6674458000000001,0.3197674,0.06549594,0.030838992,rock,Cochise,Audioslave
648.0,14.0,-4.364,0.417,0.858,2.0,0.0448,0.000397,0.8320000000000001,0.0594,119.987,8,249426.0,89.25828,35.997562,1.0659813,0.058163337,0.8096245,0.3419349,0.08680145,0.0851943999999999,electronic,Run Into Flowers,M83
627.0,14.0,-4.569,0.7,0.831,6.0,0.318,0.0818,0.000285,0.71,87.87100000000002,12,305085.0,155.00253,123.50437,1.2288693000000002,0.07147703,0.85949856,0.8337287,0.07509701,0.05625674,rnb,Love Rain,Jill Scott
643.0,14.0,-4.374,0.6990000000000001,0.773,5.0,0.0455,0.1369999999999999,1.7800000000000002e-05,0.85,110.01,12,277813.0,158.4895,117.997375,1.0820854,0.074551105,0.86203766,0.7221565,0.07985839,0.0521725159999999,rnb,Soul On Fire,KMC
779.0,47.0,-13.103,0.3289999999999999,0.565,0.0,0.0335,0.0614,1.97e-05,0.166,108.877,9,211066.0,101.768906,69.95596,0.82372206,0.038129218,0.70670587,0.42957276,0.07270606,0.045175027,alternative,Sunday,The Cranberries
558.0,39.0,-13.431,0.545,0.228,8.0,0.0305,0.8320000000000001,6.37e-05,0.113,119.955,1,248280.0,139.30428999999998,119.40832,0.95945054,0.059227034,0.46700153,0.5589958,0.040357538,0.069880545,other,Almeno Tu Nell'universo,Elisa
205.0,63.0,-5.4460000000000015,0.447,0.8759999999999999,2.0,0.066,0.000359,0.00103,0.532,92.535,5,283826.0,100.65503,63.53236,0.7609735,0.032362834,0.7219178,0.32318753,0.06692186,0.02601665,metal,Unholy Confessions,Avenged Sevenfold
17.0,52.0,-8.609,0.625,0.815,7.0,0.0759,0.275,0.0288,0.919,94.352,10,208733.0,117.11433999999998,80.71206,0.981797,0.05030714,0.523554,0.5028735,0.0465390159999999,0.05577875,country,Can't Let Go,Lucinda Williams
225.0,35.0,-6.799,0.875,0.5489999999999999,1.0,0.0517,0.165,2.68e-05,0.6609999999999999,100.022,4,264920.0,124.824165,92.03789,1.3161533,0.11270057,0.7190466,0.8679764999999999,0.0624452979999999,0.06670936,reggae,Reina De La Calle,Orishas
353.0,31.0,-11.181,0.603,0.237,0.0,0.0295,0.123,1.93e-06,0.687,134.11700000000002,10,230626.0,166.38263999999998,126.182724,1.3890526,0.0686998,0.7758084,0.7530802,0.0660468999999999,0.08822318,country,Cc Rider,Old Crow Medicine Show
658.0,26.0,-10.417,0.682,0.58,9.0,0.0381,0.0282,0.429,0.3389999999999999,118.818,6,155493.0,107.48666,63.20775,0.9301178,0.09192313,0.6110667,0.6192295999999999,0.05536883,0.050695036,pop,That Was Just A Dream,Cut Copy
